arm,bandwidth,bem_seconds,bem_solve_count,canonical_per_frequency_relative_field_error,case,conditioning_audit_seconds,conversion_seconds,failure_reason,gradient_calls,gradient_points,maximum_relative_field_error,maximum_system_condition,maximum_system_residual,nodes,per_frequency_relative_field_error,raw_geometry_m,returned_geometry_m,self_convergence_to_next_nodes,status,value_calls,value_points
distance_tangent_jet,8,0.02451563160866499,2,,ellipse_distorted,0.0018187137320637703,0.9497849782928824,distance contact is not on the queried field zero set,9,780,0.017462891594291874,3515.876536830709,1.3442661563743828e-15,64,"[0.0003537945270828147, 0.017462891594291874]",0.00017902387246064154,0.00030131332075927585,5.704175317595701e-14,fallback,11,5101
distance_tangent_jet,8,0.08351846598088741,2,,ellipse_distorted,0.011421885341405869,0.9497849782928824,distance contact is not on the queried field zero set,9,780,0.017462891594275037,3515.8765368307413,2.1810739354527938e-15,128,"[0.00035379452708393454, 0.017462891594275037]",0.00017902387246064154,0.00030131332075927585,5.503967439555265e-14,fallback,11,5101
distance_tangent_jet,8,0.3240487342700362,2,,ellipse_distorted,0.07859088480472565,0.9497849782928824,distance contact is not on the queried field zero set,9,780,0.01746289159429694,3515.8765368307572,2.8832466971952132e-15,256,"[0.0003537945270833072, 0.01746289159429694]",0.00017902387246064154,0.00030131332075927585,,fallback,11,5101
projected_tangent_jet,8,0.025248747318983078,2,,ellipse_distorted,0.001853632740676403,1.0392435425892472,,12,1068,4.648699734177034e-06,3506.204738242094,1.4126153321142562e-15,64,"[1.1290190589827344e-07, 4.648699734177034e-06]",,4.6484448461722374e-07,4.0442612731815375e-14,success,15,5485
projected_tangent_jet,8,0.08241543546319008,2,,ellipse_distorted,0.011315700598061085,1.0392435425892472,,12,1068,4.6486997387549085e-06,3506.204738259559,2.0260684476025177e-15,128,"[1.1290190589928712e-07, 4.6486997387549085e-06]",,4.6484448461722374e-07,9.100246729065451e-14,success,15,5485
projected_tangent_jet,8,0.3279473399743438,2,,ellipse_distorted,0.07953455299139023,1.0392435425892472,,12,1068,4.6486997414787005e-06,3506.2047382595674,3.1599392434901017e-15,256,"[1.1290190601054927e-07, 4.6486997414787005e-06]",,4.6484448461722374e-07,,success,15,5485
shared_zero_method_b,1,0.027144182473421097,2,"[0.11030406061825507, 1.0719508398829167]",frozen_neural_star,0.0018481947481632233,0.371120267547667,,7,507,1.0716513601805098,5422.224660228483,3.964439520912026e-15,64,"[0.10976877715760779, 1.0716513601805098]",,0.013863494159938866,3.105762930988147e-13,success,10,4924
shared_zero_method_b,1,0.09428656846284866,2,"[0.1103040606182536, 1.0719508398829258]",frozen_neural_star,0.011221259832382202,0.371120267547667,,7,507,1.0716513601805189,5422.224660228497,4.370701503351773e-15,128,"[0.10976877715760629, 1.0716513601805189]",,0.013863494159938866,4.4447648743044613e-13,success,10,4924
shared_zero_method_b,1,0.3737268541008234,2,"[0.11030406061825425, 1.0719508398829172]",frozen_neural_star,0.08172997925430536,0.371120267547667,,7,507,1.0716513601805102,5422.224660228526,4.880587922804302e-15,256,"[0.10976877715760697, 1.0716513601805102]",,0.013863494159938866,,success,10,4924
offsurface_zero_method_b,1,0.026880238205194473,2,"[0.11024735129366985, 1.071639243178693]",frozen_neural_star,0.0018377341330051422,0.4648460280150175,,13,989,1.0713449811942337,5419.890680840477,3.98452335384916e-15,64,"[0.10971370244280121, 1.0713449811942337]",,0.013836873624915754,3.0165522227201637e-13,success,16,5406
offsurface_zero_method_b,1,0.09382729791104794,2,"[0.11024735129366939, 1.0716392431786939]",frozen_neural_star,0.011249701492488384,0.4648460280150175,,13,989,1.0713449811942348,5419.89068084057,4.024997618744975e-15,128,"[0.1097137024428007, 1.0713449811942348]",,0.013836873624915754,3.408289560249916e-13,success,16,5406
offsurface_zero_method_b,1,0.3697691848501563,2,"[0.11024735129366985, 1.0716392431786983]",frozen_neural_star,0.08231313619762659,0.4648460280150175,,13,989,1.0713449811942388,5419.890680840505,4.538304815681669e-15,256,"[0.10971370244280121, 1.0713449811942388]",,0.013836873624915754,,success,16,5406
distance_contacts,1,0.027150564827024937,2,"[0.11030406061825507, 1.0719508398829167]",frozen_neural_star,0.001848907209932804,0.46746496576815844,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii; inside/outside source sign inconsistency,10,795,1.0716513601805098,5422.224660228483,3.964439520912026e-15,64,"[0.10976877715760779, 1.0716513601805098]",0.013882219387649669,0.013863494159938866,3.105762930988147e-13,fallback,12,5116
distance_contacts,1,0.09470431413501501,2,"[0.1103040606182536, 1.0719508398829258]",frozen_neural_star,0.011154528707265854,0.46746496576815844,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii; inside/outside source sign inconsistency,10,795,1.0716513601805189,5422.224660228497,4.370701503351773e-15,128,"[0.10976877715760629, 1.0716513601805189]",0.013882219387649669,0.013863494159938866,4.4447648743044613e-13,fallback,12,5116
distance_contacts,1,0.3702244199812412,2,"[0.11030406061825425, 1.0719508398829172]",frozen_neural_star,0.08358378522098064,0.46746496576815844,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii; inside/outside source sign inconsistency,10,795,1.0716513601805102,5422.224660228526,4.880587922804302e-15,256,"[0.10976877715760697, 1.0716513601805102]",0.013882219387649669,0.013863494159938866,,fallback,12,5116
distance_tangent_jet,1,0.02686650399118662,2,"[0.11030406061825507, 1.0719508398829167]",frozen_neural_star,0.0018795384094119072,0.466410200111568,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii; inside/outside source sign inconsistency,10,795,1.0716513601805098,5422.224660228483,3.964439520912026e-15,64,"[0.10976877715760779, 1.0716513601805098]",0.013825684336165418,0.013863494159938866,3.105762930988147e-13,fallback,12,5116
distance_tangent_jet,1,0.09406065288931131,2,"[0.1103040606182536, 1.0719508398829258]",frozen_neural_star,0.011097623966634274,0.466410200111568,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii; inside/outside source sign inconsistency,10,795,1.0716513601805189,5422.224660228497,4.370701503351773e-15,128,"[0.10976877715760629, 1.0716513601805189]",0.013825684336165418,0.013863494159938866,4.4447648743044613e-13,fallback,12,5116
distance_tangent_jet,1,0.36929573956876993,2,"[0.11030406061825425, 1.0719508398829172]",frozen_neural_star,0.0842973729595542,0.466410200111568,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii; inside/outside source sign inconsistency,10,795,1.0716513601805102,5422.224660228526,4.880587922804302e-15,256,"[0.10976877715760697, 1.0716513601805102]",0.013825684336165418,0.013863494159938866,,fallback,12,5116
projected_tangent_jet,1,0.027021105401217937,2,"[0.11030406061825507, 1.0719508398829167]",frozen_neural_star,0.001847567968070507,0.46657474897801876,contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact,14,1085,1.0716513601805098,5422.224660228483,3.964439520912026e-15,64,"[0.10976877715760779, 1.0716513601805098]",0.013832017242094537,0.013863494159938866,3.105762930988147e-13,fallback,17,5502
projected_tangent_jet,1,0.09386290982365608,2,"[0.1103040606182536, 1.0719508398829258]",frozen_neural_star,0.011347093619406223,0.46657474897801876,contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact,14,1085,1.0716513601805189,5422.224660228497,4.370701503351773e-15,128,"[0.10976877715760629, 1.0716513601805189]",0.013832017242094537,0.013863494159938866,4.4447648743044613e-13,fallback,17,5502
projected_tangent_jet,1,0.370373728685081,2,"[0.11030406061825425, 1.0719508398829172]",frozen_neural_star,0.080739201977849,0.46657474897801876,contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact,14,1085,1.0716513601805102,5422.224660228526,4.880587922804302e-15,256,"[0.10976877715760697, 1.0716513601805102]",0.013832017242094537,0.013863494159938866,,fallback,17,5502
shared_zero_method_b,4,0.027498709969222546,2,"[0.0978520196029423, 0.7064341006838929]",frozen_neural_star,0.0018616290763020515,0.3772190809249878,,7,507,0.7056513056270708,5040.9437973649165,1.8960076950480924e-15,64,"[0.0978118291463894, 0.7056513056270708]",,0.008947117664392743,8.190660572714755e-14,success,10,4924
shared_zero_method_b,4,0.09418265894055367,2,"[0.09785201960294306, 0.7064341006838882]",frozen_neural_star,0.011166093870997429,0.3772190809249878,,7,507,0.7056513056270665,5040.943798659507,2.9957599120785542e-15,128,"[0.09781182914639015, 0.7056513056270665]",,0.008947117664392743,1.4229332985619713e-13,success,10,4924
shared_zero_method_b,4,0.367231466807425,2,"[0.09785201960294296, 0.7064341006838925]",frozen_neural_star,0.08106725383549929,0.3772190809249878,,7,507,0.7056513056270705,5040.943798659512,3.662741565107517e-15,256,"[0.09781182914639006, 0.7056513056270705]",,0.008947117664392743,,success,10,4924
offsurface_zero_method_b,4,0.027308588847517967,2,"[0.0976629405822452, 0.7082924601100985]",frozen_neural_star,0.001875702291727066,0.47653563041239977,,13,989,0.7075027452850633,5045.745094507286,1.8039208166215728e-15,64,"[0.09761347208451006, 0.7075027452850633]",,0.008953608147923665,9.304872882887757e-14,success,16,5406
offsurface_zero_method_b,4,0.09388440661132336,2,"[0.09766294058224313, 0.7082924601101122]",frozen_neural_star,0.011231092736124992,0.47653563041239977,,13,989,0.7075027452850772,5045.745095749016,3.4529564940573836e-15,128,"[0.09761347208450798, 0.7075027452850772]",,0.008953608147923665,1.1737097604110125e-13,success,16,5406
offsurface_zero_method_b,4,0.37209453620016575,2,"[0.0976629405822442, 0.7082924601101223]",frozen_neural_star,0.08098583854734898,0.47653563041239977,,13,989,0.707502745285087,5045.7450957489755,3.4129048861273645e-15,256,"[0.09761347208450905, 0.707502745285087]",,0.008953608147923665,,success,16,5406
distance_contacts,4,0.034205690026283264,2,"[0.0978520196029423, 0.7064341006838929]",frozen_neural_star,0.002734420821070671,0.4461771082133055,invalid candidate: component-0: sampled curve has 4 self-intersection(s),10,795,0.7056513056270708,5040.9437973649165,1.8960076950480924e-15,64,"[0.0978118291463894, 0.7056513056270708]",,0.008947117664392743,8.190660572714755e-14,fallback,12,5116
distance_contacts,4,0.11829020269215107,2,"[0.09785201960294306, 0.7064341006838882]",frozen_neural_star,0.016817031428217888,0.4461771082133055,invalid candidate: component-0: sampled curve has 4 self-intersection(s),10,795,0.7056513056270665,5040.943798659507,2.9957599120785542e-15,128,"[0.09781182914639015, 0.7056513056270665]",,0.008947117664392743,1.4229332985619713e-13,fallback,12,5116
distance_contacts,4,0.45950647350400686,2,"[0.09785201960294296, 0.7064341006838925]",frozen_neural_star,0.1097420547157526,0.4461771082133055,invalid candidate: component-0: sampled curve has 4 self-intersection(s),10,795,0.7056513056270705,5040.943798659512,3.662741565107517e-15,256,"[0.09781182914639006, 0.7056513056270705]",,0.008947117664392743,,fallback,12,5116
distance_tangent_jet,4,0.03455549385398626,2,"[0.0978520196029423, 0.7064341006838929]",frozen_neural_star,0.002732551656663418,0.4971624659374356,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii; inside/outside source sign inconsistency,10,795,0.7056513056270708,5040.9437973649165,1.8960076950480924e-15,64,"[0.0978118291463894, 0.7056513056270708]",0.005678942132662918,0.008947117664392743,8.190660572714755e-14,fallback,12,5116
distance_tangent_jet,4,0.12116625811904669,2,"[0.09785201960294306, 0.7064341006838882]",frozen_neural_star,0.016595101915299892,0.4971624659374356,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii; inside/outside source sign inconsistency,10,795,0.7056513056270665,5040.943798659507,2.9957599120785542e-15,128,"[0.09781182914639015, 0.7056513056270665]",0.005678942132662918,0.008947117664392743,1.4229332985619713e-13,fallback,12,5116
distance_tangent_jet,4,0.4613729165866971,2,"[0.09785201960294296, 0.7064341006838925]",frozen_neural_star,0.10727195907384157,0.4971624659374356,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii; inside/outside source sign inconsistency,10,795,0.7056513056270705,5040.943798659512,3.662741565107517e-15,256,"[0.09781182914639006, 0.7056513056270705]",0.005678942132662918,0.008947117664392743,,fallback,12,5116
projected_tangent_jet,4,0.03413016814738512,2,"[0.0978520196029423, 0.7064341006838929]",frozen_neural_star,0.002722787670791149,0.5015970692038536,contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact,14,1085,0.7056513056270708,5040.9437973649165,1.8960076950480924e-15,64,"[0.0978118291463894, 0.7056513056270708]",0.005635815210167406,0.008947117664392743,8.190660572714755e-14,fallback,17,5502
projected_tangent_jet,4,0.11768725421279669,2,"[0.09785201960294306, 0.7064341006838882]",frozen_neural_star,0.016629577614367008,0.5015970692038536,contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact,14,1085,0.7056513056270665,5040.943798659507,2.9957599120785542e-15,128,"[0.09781182914639015, 0.7056513056270665]",0.005635815210167406,0.008947117664392743,1.4229332985619713e-13,fallback,17,5502
projected_tangent_jet,4,0.46163713466376066,2,"[0.09785201960294296, 0.7064341006838925]",frozen_neural_star,0.10717117786407471,0.5015970692038536,contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact,14,1085,0.7056513056270705,5040.943798659512,3.662741565107517e-15,256,"[0.09781182914639006, 0.7056513056270705]",0.005635815210167406,0.008947117664392743,,fallback,17,5502
shared_zero_method_b,8,0.034276312217116356,2,"[0.013778155492181926, 0.11117508537127208]",frozen_neural_star,0.0027196165174245834,0.3898815121501684,,7,507,0.1131768499205675,5043.417189846222,2.6873603077159695e-15,64,"[0.013240931529129639, 0.1131768499205675]",,0.0023423598174576944,5.648260296080157e-09,success,10,4924
shared_zero_method_b,8,0.11880790814757347,2,"[0.01377815549217283, 0.11117508500620052]",frozen_neural_star,0.016426756978034973,0.3898815121501684,,7,507,0.11317684955599461,5043.415451810856,3.409346099195676e-15,128,"[0.013240931529139941, 0.11317684955599461]",,0.0023423598174576944,6.709454516236213e-14,success,10,4924
shared_zero_method_b,8,0.46615966875106096,2,"[0.013778155492172367, 0.11117508500619593]",frozen_neural_star,0.10776591021567583,0.3898815121501684,,7,507,0.11317684955599049,5043.415451768971,3.218733013522573e-15,256,"[0.013240931529139539, 0.11317684955599049]",,0.0023423598174576944,,success,10,4924
offsurface_zero_method_b,8,0.034514229744672775,2,"[0.013903370747616361, 0.1119338404415674]",frozen_neural_star,0.0027082767337560654,0.5012715514749289,,13,989,0.1139513714621711,5044.739191491095,2.8624967077342184e-15,64,"[0.013357615888139968, 0.1139513714621711]",,0.0023765047136473116,5.629162674396629e-09,success,16,5406
offsurface_zero_method_b,8,0.11902689468115568,2,"[0.013903370747609707, 0.11193384007868855]",frozen_neural_star,0.016468324698507786,0.5012715514749289,,13,989,0.11395137110047136,5044.737262100529,3.415684771822419e-15,128,"[0.013357615888151495, 0.11395137110047136]",,0.0023765047136473116,5.474278420403755e-14,success,16,5406
offsurface_zero_method_b,8,0.46680386643856764,2,"[0.013903370747607773, 0.11193384007867839]",frozen_neural_star,0.10694166272878647,0.5012715514749289,,13,989,0.113951371100462,5044.737262067301,3.1183174074223298e-15,256,"[0.013357615888149555, 0.113951371100462]",,0.0023765047136473116,,success,16,5406
distance_contacts,8,0.03426211792975664,2,"[0.013778155492181926, 0.11117508537127208]",frozen_neural_star,0.0027756737545132637,0.5665549915283918,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; nearest signed distance disagrees with input metric radii,10,795,0.1131768499205675,5043.417189846222,2.6873603077159695e-15,64,"[0.013240931529129639, 0.1131768499205675]",0.0004903544553027504,0.0023423598174576944,5.648260296080157e-09,fallback,12,5116
distance_contacts,8,0.11871603224426508,2,"[0.01377815549217283, 0.11117508500620052]",frozen_neural_star,0.016885352320969105,0.5665549915283918,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; nearest signed distance disagrees with input metric radii,10,795,0.11317684955599461,5043.415451810856,3.409346099195676e-15,128,"[0.013240931529139941, 0.11317684955599461]",0.0004903544553027504,0.0023423598174576944,6.709454516236213e-14,fallback,12,5116
distance_contacts,8,0.4664059057831764,2,"[0.013778155492172367, 0.11117508500619593]",frozen_neural_star,0.1067912494763732,0.5665549915283918,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; nearest signed distance disagrees with input metric radii,10,795,0.11317684955599049,5043.415451768971,3.218733013522573e-15,256,"[0.013240931529139539, 0.11317684955599049]",0.0004903544553027504,0.0023423598174576944,,fallback,12,5116
distance_tangent_jet,8,0.03434035647660494,2,"[0.013778155492181926, 0.11117508537127208]",frozen_neural_star,0.0027242088690400124,0.5636965641751885,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii,10,795,0.1131768499205675,5043.417189846222,2.6873603077159695e-15,64,"[0.013240931529129639, 0.1131768499205675]",0.0005564874461243763,0.0023423598174576944,5.648260296080157e-09,fallback,12,5116
distance_tangent_jet,8,0.11903807613998652,2,"[0.01377815549217283, 0.11117508500620052]",frozen_neural_star,0.016396768391132355,0.5636965641751885,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii,10,795,0.11317684955599461,5043.415451810856,3.409346099195676e-15,128,"[0.013240931529139941, 0.11317684955599461]",0.0005564874461243763,0.0023423598174576944,6.709454516236213e-14,fallback,12,5116
distance_tangent_jet,8,0.4662671461701393,2,"[0.013778155492172367, 0.11117508500619593]",frozen_neural_star,0.10729152522981167,0.5636965641751885,distance contact is not on the queried field zero set; contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact; nearest signed distance disagrees with input metric radii,10,795,0.11317684955599049,5043.415451768971,3.218733013522573e-15,256,"[0.013240931529139539, 0.11317684955599049]",0.0005564874461243763,0.0023423598174576944,,fallback,12,5116
projected_tangent_jet,8,0.03419245965778828,2,"[0.013778155492181926, 0.11117508537127208]",frozen_neural_star,0.0027238531038165092,0.5638910345733166,contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact,14,1085,0.1131768499205675,5043.417189846222,2.6873603077159695e-15,64,"[0.013240931529129639, 0.1131768499205675]",0.00029357593511245456,0.0023423598174576944,5.648260296080157e-09,fallback,17,5502
projected_tangent_jet,8,0.11918839812278748,2,"[0.01377815549217283, 0.11117508500620052]",frozen_neural_star,0.016631314530968666,0.5638910345733166,contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact,14,1085,0.11317684955599461,5043.415451810856,3.409346099195676e-15,128,"[0.013240931529139941, 0.11317684955599461]",0.00029357593511245456,0.0023423598174576944,6.709454516236213e-14,fallback,17,5502
projected_tangent_jet,8,0.466132371686399,2,"[0.013778155492172367, 0.11117508500619593]",frozen_neural_star,0.10709853377193213,0.5638910345733166,contact fitting fidelity tolerance exceeded; assigned tangent contact is not the closest contact,14,1085,0.11317684955599049,5043.415451768971,3.218733013522573e-15,256,"[0.013240931529139539, 0.11317684955599049]",0.00029357593511245456,0.0023423598174576944,,fallback,17,5502
