coefficient_error,curve,factor_seconds,field_error,gmres_seconds,interpolation_error,kd,plain_iterations,preconditioned_iterations,projection_error,rank,reconstruct_seconds,samples,spacing,stride,tolerance
3.1927572771880954e-09,ellipse,0.0005595199763774872,0.015365870516700733,0.0006488909712061286,0.0014390959410705473,4.3125,10,5,0.0014390959410670034,7,0.0008733239956200123,161,0.125,1,0.001
1.6098353462852832e-08,ellipse,0.0005504079163074493,0.0051000205547976065,0.00047572492621839046,0.0006016191177872657,7.0625,13,4,0.0006016191175718842,7,0.0004968269495293498,161,0.125,1,0.001
2.1069466941111353e-08,ellipse,0.0005531669594347477,0.008939271355369819,0.0004905699752271175,0.0008056313094163669,9.8125,15,4,0.0008056313091408545,7,0.0005028329323977232,161,0.125,1,0.001
2.4971459112889844e-08,ellipse,0.0005505000008270144,0.009574582928853936,0.00047682796139270067,0.0006722795069702142,12.5625,17,4,0.0006722795065064383,7,0.0004930769791826606,161,0.125,1,0.001
2.6693633369903963e-08,ellipse,0.0005569600034505129,0.005767031544965899,0.0004730579676106572,0.000295933051548316,15.4375,19,4,0.00029593305034440964,7,0.000497738947160542,161,0.125,1,0.001
2.61164217456386e-08,ellipse,0.0005522120045498013,0.0012223423181391216,0.0003951250109821558,0.0001875627570064362,18.1875,21,3,0.00018756275518819313,7,0.0004907670663669705,161,0.125,1,0.001
2.462529481995957e-08,ellipse,0.0005549819907173514,0.004660462955641658,0.0004709030035883188,0.00036863898698571117,20.9375,23,4,0.00036863898616322103,7,0.0005239209858700633,161,0.125,1,0.001
9.220035752824413e-08,ellipse,0.0005561040015891194,0.013251695978194547,0.0005507529713213444,0.000703989491473196,23.8125,25,5,0.0007039894854355146,7,0.000483845011331141,161,0.125,1,0.001
3.24888771362706e-09,ellipse,0.000562413944862783,2.4660319280275578e-06,0.00038777501322329044,3.2955976401281835e-07,4.3125,10,2,3.2954374942955997e-07,11,0.0009880670113489032,161,0.125,1,1e-06
1.6149355914041325e-08,ellipse,0.0005567820044234395,4.957554572047079e-07,0.0003558499738574028,9.236831721958331e-08,7.0625,13,2,9.09456118749775e-08,11,0.0007439199835062027,161,0.125,1,1e-06
2.1086034456622692e-08,ellipse,0.0005626939237117767,1.7580649749590784e-06,0.00036429695319384336,2.435751215086476e-07,9.8125,15,2,2.426607074983829e-07,11,0.000781355076469481,161,0.125,1,1e-06
2.4981404337235607e-08,ellipse,0.0005600879667326808,2.0484462137686053e-06,0.00035821995697915554,3.0586299929211486e-07,12.5625,17,2,3.048411123698225e-07,11,0.0008022470865398645,161,0.125,1,1e-06
2.6701783689508503e-08,ellipse,0.0005617319839075208,2.697074938173342e-06,0.00035206798929721117,3.4247493798724293e-07,15.4375,19,2,3.4143242072598595e-07,11,0.0007691020146012306,161,0.125,1,1e-06
2.6126733686684218e-08,ellipse,0.0005643439944833517,3.395162200902803e-06,0.00035570794716477394,3.3651081767692654e-07,18.1875,21,2,3.354950434623022e-07,11,0.0007798479637131095,161,0.125,1,1e-06
2.4653375016250624e-08,ellipse,0.0005612249951809645,2.2304402065911483e-06,0.0003569179680198431,2.1701172999171148e-07,20.9375,23,2,2.1560682282091315e-07,11,0.0007691469509154558,161,0.125,1,1e-06
9.361423729225368e-08,ellipse,0.0005618010181933641,6.713746983633398e-07,0.00035199092235416174,1.114659849502046e-07,23.8125,25,2,6.050653097109366e-08,11,0.0007300259312614799,161,0.125,1,1e-06
