coefficient_error,curve,factor_seconds,field_error,gmres_seconds,interpolation_error,kd,plain_iterations,preconditioned_iterations,projection_error,rank,reconstruct_seconds,samples,spacing,stride,tolerance
2.5723935064146697e-06,crescent,0.0005731399869546294,0.0033103264640754635,0.0005772670265287161,0.0003958804989751324,4.3125,13,4,0.00039587214130509395,8,0.000727436039596796,81,0.25,2,0.001
7.039274090980538e-07,crescent,0.0005554530071094632,0.001085741155175046,0.0004261189606040716,0.0001263073688150902,7.0625,17,3,0.00012630540726034058,8,0.0004164100391790271,81,0.25,2,0.001
9.208665515677344e-07,crescent,0.0005543919978663325,0.00034329827898645006,0.0004178520757704973,6.439141906426635e-05,9.8125,21,3,6.438483403650961e-05,8,0.0004136349307373166,81,0.25,2,0.001
1.023242260699708e-06,crescent,0.0005665619391947985,0.001724124553537873,0.0004809660604223609,0.00015692715438351748,12.5625,26,4,0.00015692381832664356,8,0.00039187201764434576,81,0.25,2,0.001
1.0108501720302323e-06,crescent,0.0005578510463237762,0.0026715964858770934,0.0004791469546034932,0.00018253564595853728,15.4375,31,4,0.00018253284698229523,8,0.00039353000465780497,81,0.25,2,0.001
9.76738721429698e-07,crescent,0.0005586500046774745,0.004000072665395788,0.0004793020198121667,0.00018152601689840382,18.1875,35,4,0.00018152338910593964,8,0.000395130948163569,81,0.25,2,0.001
9.365299375477762e-07,crescent,0.000565635971724987,0.004882676270816417,0.00048219901509582996,0.0001794483945645264,20.9375,39,4,0.00017944595070241035,8,0.0003848210908472538,81,0.25,2,0.001
8.528769004600569e-06,crescent,0.0005972039652988315,0.003190506967498524,0.0004895699676126242,9.676769152863968e-05,23.8125,42,4,9.639111070921066e-05,8,0.00040745700243860483,81,0.25,2,0.001
2.5754504593424784e-06,crescent,0.0005583009915426373,1.7720576445098113e-05,0.00036166608333587646,2.892460763996476e-06,4.3125,13,2,1.3165804963837495e-06,11,0.0007497590268030763,81,0.25,2,1e-06
7.039724547113737e-07,crescent,0.0005553739611059427,2.210212556157812e-06,0.0003628829726949334,7.3963396946481e-07,7.0625,17,2,2.268946685362466e-07,11,0.0007736450061202049,81,0.25,2,1e-06
9.208770532607465e-07,crescent,0.0005678980378434062,3.2003515560271753e-06,0.00036757602356374264,1.0936495906835978e-06,9.8125,21,2,5.899617626771679e-07,11,0.000754966982640326,81,0.25,2,1e-06
1.023247100525115e-06,crescent,0.0005618240684270859,4.875247874153051e-06,0.000364661100320518,1.2070317987450826e-06,12.5625,26,2,6.402274098337696e-07,11,0.0008047709707170725,81,0.25,2,1e-06
1.0108536714410241e-06,crescent,0.0005863589467480779,6.474615701140366e-06,0.0003741730470210314,1.1982595738427902e-06,15.4375,31,2,6.434289840883375e-07,11,0.0007865419611334801,81,0.25,2,1e-06
9.767426663029565e-07,crescent,0.000567610957659781,8.015796098080587e-06,0.0003624309320002794,1.15095753356531e-06,18.1875,35,2,6.088324979003029e-07,11,0.0007350449450314045,81,0.25,2,1e-06
9.36539468302837e-07,crescent,0.0005681780166924,6.407364744109706e-06,0.0003690419252961874,1.0265640032947696e-06,20.9375,39,2,4.20389673205332e-07,11,0.0008467950392514467,81,0.25,2,1e-06
8.531951307488764e-06,crescent,0.0005667010555043817,1.1350460051999734e-05,0.00036696705501526594,8.538178745446448e-06,23.8125,42,2,3.2604172741141676e-07,11,0.0006951250834390521,81,0.25,2,1e-06
2.5754539166080276e-06,crescent,0.0005627889186143875,1.5601408400404798e-05,0.00038644997403025627,2.5754539332818932e-06,4.3125,13,2,2.943473522735721e-10,15,0.0010302469599992037,81,0.25,2,1e-09
7.039724582988413e-07,crescent,0.0005591100780293345,1.9194087233565553e-06,0.0003781629493460059,7.039724595198386e-07,7.0625,17,2,2.3184878924069948e-11,15,0.0010337070561945438,81,0.25,2,1e-09
9.208770538766246e-07,crescent,0.0005727570969611406,1.735821004127107e-06,0.0003776419907808304,9.208770589991252e-07,9.8125,21,2,1.041942464459965e-10,15,0.0010031269630417228,81,0.25,2,1e-09
1.023247100770609e-06,crescent,0.0005580320721492171,1.4925291968087815e-06,0.0003720310050994158,1.0232471005427425e-06,12.5625,26,2,3.732332203099071e-11,15,0.0010369248921051621,81,0.25,2,1e-09
1.0108536716053822e-06,crescent,0.00056526402477175,1.318810925953196e-06,0.0003683660179376602,1.0108536761646209e-06,15.4375,31,2,7.458380584561587e-11,15,0.0010245550656691194,81,0.25,2,1e-09
9.767426665045314e-07,crescent,0.0005613230168819427,1.1818561026097389e-06,0.00037280109245330095,9.767426652354004e-07,18.1875,35,2,1.1900635759070747e-11,15,0.0010380949825048447,81,0.25,2,1e-09
9.36539469031258e-07,crescent,0.0005739919142797589,1.0774773473746344e-06,0.0003794819349423051,9.365394702397626e-07,20.9375,39,2,4.941741311487785e-11,15,0.0010651249904185534,81,0.25,2,1e-09
8.531953002305151e-06,crescent,0.0005946860183030367,9.647027529163935e-06,0.00039372395258396864,8.531953001100957e-06,23.8125,42,2,1.0762466535337672e-10,15,0.0011555730598047376,81,0.25,2,1e-09
1.3989711570888128e-08,crescent,0.00056175806093961,0.004124957196001331,0.0005647270008921623,0.00047904902768762736,4.3125,13,4,0.0004790490274833464,8,0.0007604459533467889,161,0.125,1,0.001
7.529010470959178e-08,crescent,0.0005733169382438064,0.0009570674558562809,0.00042410497553646564,0.0001099483337915429,7.0625,17,3,0.00010994830801307274,8,0.00040195800829678774,161,0.125,1,0.001
9.910197363996455e-08,crescent,0.0005653980188071728,0.0002865105856578575,0.00042098702397197485,6.394939744465835e-05,9.8125,21,3,6.394932065576411e-05,8,0.00041624403093010187,161,0.125,1,0.001
1.1068918531940632e-07,crescent,0.000563328037969768,0.0016647417351729175,0.00048224907368421555,0.00015123449706534788,12.5625,26,4,0.00015123445655839624,8,0.00039118609856814146,161,0.125,1,0.001
1.1171619167316035e-07,crescent,0.0005586990155279636,0.00254728328238713,0.00048527505714446306,0.0001745474351170215,15.4375,31,4,0.00017454739936597908,8,0.00039285304956138134,161,0.125,1,0.001
1.0761880657079797e-07,crescent,0.0005585659528151155,0.003821478430183359,0.00046609598211944103,0.00017412511885520697,18.1875,35,4,0.0001741250855980614,8,0.00037529796827584505,161,0.125,1,0.001
1.0305060418972633e-07,crescent,0.0005616210401058197,0.0046628051540457205,0.00048118201084434986,0.0001723945636186551,20.9375,39,4,0.00017239453281888694,8,0.00038667209446430206,161,0.125,1,0.001
4.0032420613681767e-07,crescent,0.0005632879910990596,0.004631835862486648,0.00047823297791182995,0.00014597692463692426,23.8125,42,4,0.00014597637571534292,8,0.00037548202089965343,161,0.125,1,0.001
1.4002779447056545e-08,crescent,0.0005637380527332425,4.761082292927334e-06,0.00035891192965209484,8.784804364714623e-07,4.3125,13,2,8.783688288506809e-07,11,0.0007441500201821327,161,0.125,1,1e-06
7.529522041697328e-08,crescent,0.0005697000306099653,8.225783239931772e-07,0.0003851120127364993,2.764725550917959e-07,7.0625,17,2,2.6602199789660665e-07,11,0.0006627609254792333,161,0.125,1,1e-06
9.910305594467023e-08,crescent,0.0005718700122088194,3.2858880767904254e-06,0.0003538500750437379,5.543470146556543e-07,9.8125,21,2,5.454165352972247e-07,11,0.0006931599928066134,161,0.125,1,1e-06
1.1068967226131816e-07,crescent,0.0005679549649357796,4.660354768574071e-06,0.00035868596751242876,6.178189653076753e-07,12.5625,26,2,6.078224007016743e-07,11,0.0007994980551302433,161,0.125,1,1e-06
1.117165379592711e-07,crescent,0.0005618160357698798,6.045513857630189e-06,0.00035660609137266874,6.26081701047811e-07,15.4375,31,2,6.16033855667445e-07,11,0.0007081700023263693,161,0.125,1,1e-06
1.0761921144187917e-07,crescent,0.0005651140818372369,7.508864762325589e-06,0.0003540969919413328,5.917736556310221e-07,18.1875,35,2,5.819056324635311e-07,11,0.0006933070253580809,161,0.125,1,1e-06
1.030516681509835e-07,crescent,0.0005624869372695684,5.6675606545946065e-06,0.0003385749878361821,3.9816149144084785e-07,20.9375,39,2,3.8459449669022617e-07,11,0.0006461249431595206,161,0.125,1,1e-06
4.005010413127753e-07,crescent,0.0005720630288124084,1.7462518374276572e-06,0.00033706100657582283,4.166972481079712e-07,23.8125,42,2,1.1504569524118522e-07,11,0.0006338020320981741,161,0.125,1,1e-06
1.400279080236707e-08,crescent,0.0005697109736502171,8.330798952735735e-08,0.00038537592627108097,1.4303620779051554e-08,4.3125,13,2,2.9181294206243775e-09,14,0.0010718440171331167,161,0.125,1,1e-09
7.52952207746594e-08,crescent,0.0005595890106633306,2.0780693706837847e-07,0.0003663829993456602,7.530428875012167e-08,7.0625,17,2,1.168544497280992e-09,14,0.0010719329584389925,161,0.125,1,1e-09
9.910305600455126e-08,crescent,0.0005678430898115039,1.8916954641648066e-07,0.0003763100830838084,9.910909266488502e-08,9.8125,21,2,1.093871310503925e-09,14,0.001004530000500381,161,0.125,1,1e-09
1.106896722846838e-07,crescent,0.0005591979715973139,1.6340019260661297e-07,0.00036400696262717247,1.106934873293895e-07,12.5625,26,2,9.192577218687912e-10,14,0.0009926570346578956,161,0.125,1,1e-09
1.117165379752003e-07,crescent,0.0005698869936168194,1.4438618262865944e-07,0.00036595005076378584,1.1171661179559438e-07,15.4375,31,2,1.276254864501201e-10,14,0.0010093969758599997,161,0.125,1,1e-09
1.0761921146129632e-07,crescent,0.0005641638999804854,1.30007607507017e-07,0.000377463991753757,1.0762156206134306e-07,18.1875,35,2,7.114863146391846e-10,14,0.0010708719491958618,161,0.125,1,1e-09
1.0305166822882976e-07,crescent,0.000562397064641118,1.179484214616228e-07,0.0003751158947125077,1.0305167926717053e-07,20.9375,39,2,4.690902027435259e-11,14,0.0010099110659211874,161,0.125,1,1e-09
4.0050115366372826e-07,crescent,0.0005704459035769105,4.521213853678877e-07,0.0003694369224831462,4.005020105735157e-07,23.8125,42,2,8.281892045571774e-10,14,0.0010304200695827603,161,0.125,1,1e-09
